Volgorde;group_straatadvertenties/Foto_advertentie;Link Sciensano Server;group_straatadvertenties/Foto_advertentie_URL;Record_your_current_location;lat;lon;group_straatadvertenties/_Record_your_current_location_latitude;group_straatadvertenties/_Record_your_current_location_longitude;group_straatadvertenties/_Record_your_current_location_altitude;group_straatadvertenties/_Record_your_current_location_precision;_index;_parent_table_name;_parent_index;_submission__id;_submission__uuid;_submission__submission_time;_submission__validation_status;_submission__notes;_submission__status;_submission__submitted_by;_submission__tags;Type advertentie;public transport (Y/N);Promo char;Desc promo char;Premium offers;Desc premium offer;Nr food;Naam voedingsmiddel;Merk voedingsmiddel;Category (WHO);UPF;Gezond leven voedingscategorie;Gezond leven voorkeursindeling;Opmerkingen
4876;1669282290906.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669282290906.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669282290906.jpg;51.2188928 4.4234236 43.8 6.433;512.188.928;44.234.236;512.188.928;44.234.236;43.8;6.433;2859;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;9;N;;;;;19;;Hennessy;A;5;A;;
4877;1669282290906.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669282290906.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669282290906.jpg;51.2188928 4.4234236 43.8 6.433;512.188.928;44.234.236;512.188.928;44.234.236;43.8;6.433;2859;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;9;N;;;;;20;;Red label;A;5;A;;
4878;1669283274609.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283274609.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283274609.jpg;51.2138349 4.411857 45.0 2.883;512.138.349;4.411.857;512.138.349;4.411.857;45;2.883;2860;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;4;N;;;3;1 + 1 gratis;1;Haagen-dasz;Delhaize;5;4;13;E;
4879;1669283274609.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283274609.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283274609.jpg;51.2138349 4.411857 45.0 2.883;512.138.349;4.411.857;512.138.349;4.411.857;45;2.883;2860;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;4;N;;;3;1 + 1 gratis;2;Chokotoff;Delhaize;1;4;13;E;
4880;1669283274609.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283274609.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283274609.jpg;51.2138349 4.411857 45.0 2.883;512.138.349;4.411.857;512.138.349;4.411.857;45;2.883;2860;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;4;N;;;3;1 + 1 gratis;3;Baguette;Delhaize;11;3;4;C;
4881;1669283274609.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283274609.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283274609.jpg;51.2138349 4.411857 45.0 2.883;512.138.349;4.411.857;512.138.349;4.411.857;45;2.883;2860;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;4;N;;;3;1 + 1 gratis;4;Belviva diepvries friet;Delhaize;16;4;4;E;
4882;1669283274609.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283274609.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283274609.jpg;51.2138349 4.411857 45.0 2.883;512.138.349;4.411.857;512.138.349;4.411.857;45;2.883;2860;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;4;N;;;3;1 + 1 gratis;5;Ice tea green ;Delhaize;4d;4;1;E;
4883;1669283274609.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283274609.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283274609.jpg;51.2138349 4.411857 45.0 2.883;512.138.349;4.411.857;512.138.349;4.411.857;45;2.883;2860;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;8;N;;;3;1 + 1 gratis;6;Dreft;Delhaize;NA;;NA;;
4884;1669283274609.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283274609.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283274609.jpg;51.2138349 4.411857 45.0 2.883;512.138.349;4.411.857;512.138.349;4.411.857;45;2.883;2860;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;4;N;;;3;1 + 1 gratis;7;Pannenkoeken;Delhaize;2;4;13;E;
4885;1669283274609.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283274609.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283274609.jpg;51.2138349 4.411857 45.0 2.883;512.138.349;4.411.857;512.138.349;4.411.857;45;2.883;2860;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;4;N;;;3;1 + 1 gratis;8;L´Or koffie;Delhaize;4e;1;1;F;
4886;1669283274609.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283274609.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283274609.jpg;51.2138349 4.411857 45.0 2.883;512.138.349;4.411.857;512.138.349;4.411.857;45;2.883;2860;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;4;N;;;3;1 + 1 gratis;9;Barilla pasta;Delhaize;12;3;4;A;
4887;1669283274609.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283274609.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283274609.jpg;51.2138349 4.411857 45.0 2.883;512.138.349;4.411.857;512.138.349;4.411.857;45;2.883;2860;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;9;N;;;3;1 + 1 gratis;10;Champagne;Delhaize;A;5;A;;
4888;1669283274609.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283274609.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283274609.jpg;51.2138349 4.411857 45.0 2.883;512.138.349;4.411.857;512.138.349;4.411.857;45;2.883;2860;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;4;N;7;Sinterklaas;3;1 + 1 gratis;11;Sinterklaaschocolade;Delhaize;1;4;13;E;
4889;1669283318769.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283318769.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283318769.jpg;51.2140263 4.411657 54.9 2.75;512.140.263;4.411.657;512.140.263;4.411.657;54.9;2.75;2861;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;6;N;;;3;6 + 6 gratis;1;Hot wings;KFC;14;4;12;D;
4890;1669283318769.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283318769.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283318769.jpg;51.2140263 4.411657 54.9 2.75;512.140.263;4.411.657;512.140.263;4.411.657;54.9;2.75;2861;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;7;N;;;1;Order with app;2;;Deliveroo;NA;;NA;;
4891;1669283431925.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283431925.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283431925.jpg;51.2139496 4.4112804 47.199999999999996 2.0;512.139.496;44.112.804;512.139.496;44.112.804;47.199.999.999.999.900;2;2863;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;4;N;;;3;1 + 1 gratis;1;Haagen-dasz;Delhaize;5;4;13;E;
4892;1669283431925.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283431925.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283431925.jpg;51.2139496 4.4112804 47.199999999999996 2.0;512.139.496;44.112.804;512.139.496;44.112.804;47.199.999.999.999.900;2;2863;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;4;N;;;3;1 + 1 gratis;2;Chokotoff;Delhaize;1;4;13;E;
4893;1669283431925.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283431925.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283431925.jpg;51.2139496 4.4112804 47.199999999999996 2.0;512.139.496;44.112.804;512.139.496;44.112.804;47.199.999.999.999.900;2;2863;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;4;N;;;3;1 + 1 gratis;3;Baguette;Delhaize;11;3;4;C;
4894;1669283431925.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283431925.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283431925.jpg;51.2139496 4.4112804 47.199999999999996 2.0;512.139.496;44.112.804;512.139.496;44.112.804;47.199.999.999.999.900;2;2863;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;4;N;;;3;1 + 1 gratis;4;Belviva diepvries friet;Delhaize;16;4;4;E;
4895;1669283431925.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283431925.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283431925.jpg;51.2139496 4.4112804 47.199999999999996 2.0;512.139.496;44.112.804;512.139.496;44.112.804;47.199.999.999.999.900;2;2863;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;4;N;;;3;1 + 1 gratis;5;Ice tea green ;Delhaize;4d;4;1;E;
4896;1669283431925.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283431925.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283431925.jpg;51.2139496 4.4112804 47.199999999999996 2.0;512.139.496;44.112.804;512.139.496;44.112.804;47.199.999.999.999.900;2;2863;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;8;N;;;3;1 + 1 gratis;6;Dreft;Delhaize;NA;;NA;;
4897;1669283431925.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283431925.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283431925.jpg;51.2139496 4.4112804 47.199999999999996 2.0;512.139.496;44.112.804;512.139.496;44.112.804;47.199.999.999.999.900;2;2863;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;4;N;;;3;1 + 1 gratis;7;Pannenkoeken;Delhaize;2;4;13;E;
4898;1669283431925.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283431925.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283431925.jpg;51.2139496 4.4112804 47.199999999999996 2.0;512.139.496;44.112.804;512.139.496;44.112.804;47.199.999.999.999.900;2;2863;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;4;N;;;3;1 + 1 gratis;8;L´Or koffie;Delhaize;4e;1;1;F;
4899;1669283431925.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283431925.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283431925.jpg;51.2139496 4.4112804 47.199999999999996 2.0;512.139.496;44.112.804;512.139.496;44.112.804;47.199.999.999.999.900;2;2863;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;4;N;;;3;1 + 1 gratis;9;Barilla pasta;Delhaize;12;3;4;A;
4900;1669283431925.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283431925.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283431925.jpg;51.2139496 4.4112804 47.199999999999996 2.0;512.139.496;44.112.804;512.139.496;44.112.804;47.199.999.999.999.900;2;2863;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;9;N;;;3;1 + 1 gratis;10;Champagne;Delhaize;A;5;A;;
4901;1669283431925.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283431925.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283431925.jpg;51.2139496 4.4112804 47.199999999999996 2.0;512.139.496;44.112.804;512.139.496;44.112.804;47.199.999.999.999.900;2;2863;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;4;N;7;Sinterklaas;3;1 + 1 gratis;11;Sinterklaaschocolade;Delhaize;1;4;13;E;
4902;1669283492983.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283492983.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283492983.jpg;51.2143227 4.4115007 40.699999999999996 2.433;512.143.227;44.115.007;512.143.227;44.115.007;40.699.999.999.999.900;2.433;2864;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;6;N;;;3;6 + 6 gratis;1;Hot wings;KFC;14;4;12;D;
4903;1669283492983.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283492983.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283492983.jpg;51.2143227 4.4115007 40.699999999999996 2.433;512.143.227;44.115.007;512.143.227;44.115.007;40.699.999.999.999.900;2.433;2864;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;7;N;;;1;Order with app;2;;Deliveroo;NA;;NA;;
4904;1669283576292.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283576292.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283576292.jpg;51.2142008 4.4104611 48.0 2.483;512.142.008;44.104.611;512.142.008;44.104.611;48;2.483;2865;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;4;N;;;;;1;Belegd broodje;;9;4;ND;;
4905;1669283576292.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283576292.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283576292.jpg;51.2142008 4.4104611 48.0 2.483;512.142.008;44.104.611;512.142.008;44.104.611;48;2.483;2865;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;4;N;;;;;2;Verse soep;;16;1;2;A;
4906;1669283612173.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283612173.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283612173.jpg;51.2143339 4.4102282 55.3 3.02;512.143.339;44.102.282;512.143.339;44.102.282;55.3;3.02;2866;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;6;N;;;;;1;Veggie vegan snacks;Frituur de petaat;14;4;13;E;
4907;1669283612173.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283612173.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283612173.jpg;51.2143339 4.4102282 55.3 3.02;512.143.339;44.102.282;512.143.339;44.102.282;55.3;3.02;2866;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;6;N;;;;;2;Rabeko zero saus;Frituur de petaat;17;4;7;E;
4908;1669283612173.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283612173.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283612173.jpg;51.2143339 4.4102282 55.3 3.02;512.143.339;44.102.282;512.143.339;44.102.282;55.3;3.02;2866;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;6;N;;;;;3;Friet;Frituur de petaat;16;4;4;E;
4909;1669283612173.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283612173.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283612173.jpg;51.2143339 4.4102282 55.3 3.02;512.143.339;44.102.282;512.143.339;44.102.282;55.3;3.02;2866;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;9;N;;;;;4;;Duvel;A;5;A;;
